Username,Followers,Following,Posts,Ratio,Score,Verdict,Why
itz.bad_boy_7310,117,1633,1,14.0,5,BOT,"1 posts, ratio 14x"
itz_priya.nshi,738,7869,48,10.7,5,BOT,"ratio 11x, follows 7869"
kajal456426,645,7855,5,12.2,5,BOT,"ratio 12x, follows 7855"
kanha_game1,788,10000,5,12.7,5,BOT,"ratio 13x, follows 10000"
narottam__09,1000,5908,2,5.9,5,BOT,"2 posts, ratio 5.9x, follows 5908"
onlyfaham,1221,18000,19,14.7,5,BOT,"ratio 15x, follows 18000"
cute__angelic__girl,305,14000,34,45.9,90,SUSPICIOUS,ratio 46x but posts 34 times
lyrics__ediv,180,3892,100,21.6,90,SUSPICIOUS,ratio 22x but posts 100 times
pankajkushwahaji__,550,11000,45,20.0,90,SUSPICIOUS,ratio 20x but posts 45 times
sahilsalmani5319,321,8781,220,27.4,90,SUSPICIOUS,ratio 27x but posts 220 times
social_short_,95,1734,124,18.3,90,SUSPICIOUS,ratio 18x but posts 124 times
thisisdebojit,133,2968,31,22.3,90,SUSPICIOUS,ratio 22x but posts 31 times
_______pushpa_______47____,252,2386,2,9.5,4,SUSPICIOUS,"2 posts, ratio 9.5x, follows 2386"
ankit9x702,160,848,0,5.3,4,SUSPICIOUS,"0 posts, ratio 5.3x"
itxfarzanqurishi,336,4800,3,14.3,4,SUSPICIOUS,"ratio 14x, follows 4800"
johnmark_kims,3734,5013,0,1.3,4,SUSPICIOUS,"0 posts, follows 5013, real audience"
king_devil__501,475,2518,2,5.3,4,SUSPICIOUS,"2 posts, ratio 5.3x, follows 2518"
rajkumarpasvan298,373,4430,18,11.9,4,SUSPICIOUS,"ratio 12x, follows 4430"
rehan.sheikh_007,351,4773,32,13.6,4,SUSPICIOUS,"ratio 14x, follows 4773"
vaibhavgupta_awaz,144,2042,4,14.2,4,SUSPICIOUS,"ratio 14x, follows 2042"
wolf.08123,128,677,0,5.3,4,SUSPICIOUS,"0 posts, ratio 5.3x"
_hr_10_rider_,155,1572,6,10.1,3,SUSPICIOUS,ratio 10x
abhi_g4658,1231,11000,10,8.9,3,SUSPICIOUS,"ratio 8.9x, follows 11000"
horse.8587417,196,470,0,2.4,3,SUSPICIOUS,0 posts
itz_s_l_r_1000,947,7830,24,8.3,3,SUSPICIOUS,"ratio 8.3x, follows 7830"
kalpana._187,372,951,0,2.6,3,SUSPICIOUS,0 posts
king_of_narendra_rawat,773,5054,38,6.5,3,SUSPICIOUS,"ratio 6.5x, follows 5054"
m0hamad.nosrati4,213,1464,1,6.9,3,SUSPICIOUS,"1 posts, ratio 6.9x"
panda.5235140,388,1013,0,2.6,3,SUSPICIOUS,0 posts
piyush__22_,36,134,2,3.7,3,SUSPICIOUS,"2 posts, 36 followers"
pramodkumar1223,147,1370,1,9.3,3,SUSPICIOUS,"1 posts, ratio 9.3x"
roy_0003_,466,870,0,1.9,3,SUSPICIOUS,0 posts
sarthak.4416,547,5363,104,9.8,3,SUSPICIOUS,"ratio 9.8x, follows 5363"
shresthab_,423,431,0,1.0,3,SUSPICIOUS,0 posts
songs.1920,614,5574,3,9.1,3,SUSPICIOUS,"ratio 9.1x, follows 5574"
wiiwnwsj,162,578,0,3.6,3,SUSPICIOUS,0 posts
zi.yuork,163,854,1,5.2,3,SUSPICIOUS,"1 posts, ratio 5.2x"
_anshu__pardhan__,549,571,0,1.0,2,SUSPICIOUS,"0 posts, real audience, nothing posted"
rihan____07__,511,1408,0,2.8,2,SUSPICIOUS,"0 posts, real audience, nothing posted"
paco.hariz,7013,4892,0,0.7,1,SUSPICIOUS,"0 posts, follows 4892, healthy ratio"
verma_a.a_sc,2880,2761,0,1.0,1,SUSPICIOUS,"0 posts, follows 2761, healthy ratio"
13_22_ekam_pb32,378,3246,27,8.6,2,REAL,"ratio 8.6x, follows 3246"
_tanaya_5620,421,606,1,1.4,2,REAL,1 posts
aayush_dangi_0011,172,745,2,4.3,2,REAL,2 posts
aic.creatorshub,8,1,2,0.1,2,REAL,"2 posts, only 8 followers, healthy ratio"
ak_alok__lhardoi__0001,700,4126,13,5.9,2,REAL,"ratio 5.9x, follows 4126"
amirok256,942,3425,1,3.6,2,REAL,"1 posts, follows 3425, real audience"
ensaionomuseudoipiranga,465,2788,51,6.0,2,REAL,"ratio 6.0x, follows 2788"
gadariya_315_shooter,325,2135,87,6.6,2,REAL,"ratio 6.6x, follows 2135"
kampritech_official,4,17,5,4.2,2,REAL,only 4 followers
krish62909,178,223,1,1.3,2,REAL,1 posts
shreekhetlajilive,247,604,2,2.4,2,REAL,2 posts
sizan3733,253,617,2,2.4,2,REAL,2 posts
5601_kishan_shukla,162,1126,23,7.0,1,REAL,ratio 7.0x
_sarbani.__,53,56,6,1.1,1,REAL,53 followers
farman_ali353,152,875,28,5.8,1,REAL,ratio 5.8x
gourav_sharma_75337,8019,9192,7,1.1,1,REAL,"follows 9192, real audience"
igayan54321,148,1045,5,7.1,1,REAL,ratio 7.1x
im__amrit__009,120,1129,3,9.4,1,REAL,ratio 9.4x
kk_badmasa_baba_,181,1217,24,6.7,1,REAL,ratio 6.7x
krityjaiswalsaha,112,941,30,8.4,1,REAL,ratio 8.4x
m___k___taigr,748,1930,1,2.6,1,REAL,"1 posts, real audience"
navdeepsingh5911_,319,1621,6,5.1,1,REAL,ratio 5.1x
primox_faixo,163,1232,26,7.6,1,REAL,ratio 7.6x
ray.abakash,87,114,7,1.3,1,REAL,87 followers
sobbie07,270,1827,116,6.8,1,REAL,ratio 6.8x
vishal_thakur_6565,2189,5860,7,2.7,1,REAL,"follows 5860, real audience"
_nabalik143,525,2120,4,4.0,0,REAL,"follows 2120, real audience"
badd_boy210,268,706,4,2.6,0,REAL,normal profile
faizan_07_jaan,827,2850,7,3.4,0,REAL,"follows 2850, real audience"
its_aman__yadavanshi_92,1144,3286,7,2.9,0,REAL,"follows 3286, real audience"
kingofnarpatganj,387,1623,7,4.2,0,REAL,normal profile
kishor_prajapat3455,348,965,7,2.8,0,REAL,normal profile
pathan__boy__faraz,193,412,5,2.1,0,REAL,normal profile
ajay_riya_mp.30,1874,7703,62,4.1,-1,REAL,"follows 7703, 62 posts (active), real audience"
iguana.8882732,2011,5804,44,2.9,-1,REAL,"follows 5804, 44 posts (active), real audience"
maurya0271,2818,6650,246,2.4,-1,REAL,"follows 6650, 246 posts (active), real audience"
old_punjab_reel,1208,5855,10,4.8,-1,REAL,"follows 5855, 10 posts (active), real audience"
raza__11k,5109,10000,25,2.0,-1,REAL,"follows 10000, 25 posts (active), real audience"
rishavitsme,91,123,12,1.4,-1,REAL,"91 followers, 12 posts (active)"
royal_sharansh_007,2503,8144,12,3.3,-1,REAL,"follows 8144, 12 posts (active), real audience"
sanjayekumari,1885,5702,37,3.0,-1,REAL,"follows 5702, 37 posts (active), real audience"
callmechakraborty,179,381,30,2.1,-2,REAL,30 posts (active)
dipesh___bhau,2076,2307,91,1.1,-2,REAL,"follows 2307, 91 posts (active), real audience"
jitendra_rajput_6969,723,2118,252,2.9,-2,REAL,"follows 2118, 252 posts (active), real audience"
kumar__king_1s,742,3508,101,4.7,-2,REAL,"follows 3508, 101 posts (active), real audience"
mr__barun__cool,1109,3217,67,2.9,-2,REAL,"follows 3217, 67 posts (active), real audience"
otter.1554054,458,1160,12,2.5,-2,REAL,12 posts (active)
reel_dekho_1245,1471,3359,22,2.3,-2,REAL,"follows 3359, 22 posts (active), real audience"
shagun2004,1207,3254,449,2.7,-2,REAL,"follows 3254, 449 posts (active), real audience"
sunilstaylishboy,399,972,41,2.4,-2,REAL,41 posts (active)
the_anuva_nexus,220,28,7,0.1,-2,REAL,healthy ratio
whsur.gyan,101,42,6,0.4,-2,REAL,healthy ratio
wyji2024,411,1509,79,3.7,-2,REAL,79 posts (active)
jivan_khandare_1,1194,1295,14,1.1,-3,REAL,"14 posts (active), real audience"
mahendera_singh_rajput_302,1406,1690,305,1.2,-3,REAL,"305 posts (active), real audience"
sohil_khan_sisodiya_0008,1181,831,4,0.7,-3,REAL,"healthy ratio, real audience"
ivyen.ne,239,100,53,0.4,-4,REAL,"53 posts (active), healthy ratio"
manish_goswami_up40,5060,2657,10,0.5,-4,REAL,"follows 2657, 10 posts (active), healthy ratio"
sreetama_maji,471,159,54,0.3,-4,REAL,"54 posts (active), healthy ratio"
blvck_spike_19x,1854,1424,22,0.8,-5,REAL,"22 posts (active), healthy ratio, real audience"
lovexstargirl,5608,53,537,0.0,-5,REAL,"537 posts (active), healthy ratio, real audience"
mahamyaaa,653,448,14,0.7,-5,REAL,"14 posts (active), healthy ratio, real audience"
nitin1gupta,630,568,34,0.9,-5,REAL,"34 posts (active), healthy ratio, real audience"
pijush_22_,2321,361,17,0.2,-5,REAL,"17 posts (active), healthy ratio, real audience"
yours._.shuu,2694,350,69,0.1,-5,REAL,"69 posts (active), healthy ratio, real audience"
aliya098080,,,,,,UNAVAILABLE,Profile deleted / private / unreachable
amit827651,,,,,,UNAVAILABLE,Profile deleted / private / unreachable
